date,message,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT
2021-01-02 20:07:15,Chinese bottled water tycoon and vaccine manufacturing mogul Zhong Shanshan has become Asia’s richest person. Here's his estimated net worth...,0.06652113,0.0025712051,0.053291775,0.06722085,0.009418342,0.012844222
2021-01-02 19:59:04,"Beijing said it will “take necessary measures to resolutely safeguard the legitimate rights and interests of Chinese enterprises,” according to the state-run Global Times.",0.001579215,4.67E-05,0.010263898,0.0013471723,0.00081538426,0.009568647
2021-01-02 16:30:14,U.S. companies are investing in Chinese artificial intelligence firms whose products are being used to abuse human rights.,0.1539292,0.0046370868,0.12788594,0.11152883,0.028324792,0.01990357
2021-01-02 16:11:22,"“We regularly saw brand new, Chinese-made weapons all over the place when we captured them from the Taliban.""",0.10300289,0.0035521272,0.12667091,0.068346545,0.008720688,0.036272787
2021-01-02 14:07:47,40% of Americans think the new coronavirus was invented in a Chinese lab 19% think Barack Obama was born outside the U.S. 17% believe in the QAnon conspiracy theory about a high-level pedophilia ring But 100% of the above has no basis in any reality or fact.,0.2712817,0.014030159,0.14680704,0.25636464,0.053069726,0.016429335
2021-01-02 12:24:06,"China will take ""necessary measures"" to safeguard the interests of its companies after the New York Stock Exchange began delisting three Chinese telecom firms that Washington says have military ties, the country's commerce ministry said on Saturday.",0.008954669,0.0005053235,0.017710151,0.0078081004,0.0038719852,0.012234382
2021-01-02 12:05:36,"Chinese regulators, like their peers in the U.S. and European Union, are figuring out new rules to rein in monopolistic behavior in the tech industry.",0.027237365,0.0010775281,0.02971896,0.025220532,0.005825419,0.011846303
2021-01-02 11:00:13,"China will take ""necessary measures"" to safeguard the interests of its companies after the New York Stock Exchange began delisting three Chinese telecom firms accused of having military ties, the country's commerce ministry said on Saturday.",0.011870144,0.00055734214,0.020238321,0.010410801,0.0042556953,0.012788781
2021-01-02 10:45:10,"Local Chinese films were the top contributors to Friday’s figure, led by “A Little Red Flower,” a story about two cancer-fighting families, and romantic comedy “Warm Hug.”",0.0005054356,1.30E-05,0.009496888,0.0006323462,0.000431674,0.009262572
2021-01-02 8:41:10,"Shares of Alibaba and Tencent soared this year, but analysts say it's not too late to put your money in these Chinese tech giants.",0.026207292,0.0009809221,0.039936982,0.03211219,0.006802136,0.012105023
2021-01-02 8:30:12,"Ties between two nations have been strained amid disputes over trade, human rights and origin of COVID-19 pandemic.",0.038911518,0.0016868889,0.033195194,0.03724427,0.0092788115,0.0138791
2021-01-02 5:35:08,"Different efficacy results for a Chinese COVID-19 vaccine released separately in China and in United Arab Emirates are both real and valid, an executive at China National Biotec Group (CNBG) told state media.",0.0044773347,0.00027681325,0.013312187,0.0037574193,0.0021540096,0.010367906
2021-01-02 5:30:09,"Sen. David Perdue, R-Ga., has accused his opponent in next week's runoff election, Democrat Jon Ossoff, of lying by failing to disclose his business ties to the Chinese Communist Party.",0.09333697,0.0021401937,0.040358346,0.0906641,0.014929817,0.01395302
2021-01-02 4:20:12,"Different efficacy results for a Chinese COVID-19 vaccine released separately in China and in United Arab Emirates are both real and valid, an executive at China National Biotec Group (CNBG) told state media.",0.0044773347,0.00027681325,0.013312187,0.0037574193,0.0021540096,0.010367906
2021-01-02 4:00:01,The vaccine trials come as Pakistan is seeing a surge in coronavirus cases.,0.032387726,0.0016348703,0.04204379,0.024634007,0.009836935,0.016835894
2021-01-02 3:23:02,"Multiple mainstream American outlets claimed this week that the White House had evidence that the Chinese Communist Party offered unspecified “non-state actors” money to attack American troops in Afghanistan, the Afghan outlet Khaama Press noted on Thursday.",0.05373499,0.0016348703,0.038672898,0.039003845,0.0106043555,0.018868692
2021-01-03 23:00:58,The Chinese behemoth that makes batteries for Tesla and Volkswagen developed a power pack that lasts more than a million miles.,0.07690986,0.0030170789,0.081927784,0.075100705,0.013115914,0.014618298
2021-01-03 20:00:08,U.S. companies are investing in Chinese artificial intelligence firms whose products are being used to abuse human rights.,0.1539292,0.0046370868,0.12788594,0.11152883,0.028324792,0.01990357
2021-01-03 17:00:18,Tibet’s government-in-exile was formed in Dharamshala in 1959 after a failed uprising against the Chinese rule.,0.024147147,0.0011221155,0.033616558,0.020968232,0.0071160807,0.01374974
2021-01-03 12:40:01,Sinopharm is one of at least five Chinese developers in a global race to create vaccines for the coronavirus.,0.0358213,0.0017909261,0.057746265,0.029766092,0.011162479,0.01367582
2021-01-03 12:38:34,"“The Egyptian pharmaceutical authority approved on Saturday the Chinese Sinopharm vaccine,” said Hala Zayed, the health minister 👇",0.035134587,0.002630655,0.027612152,0.013270105,0.009836935,0.01358342
2021-01-03 11:00:17,The Chinese behemoth that makes batteries for Tesla and Volkswagen developed a power pack that lasts more than a million miles.,0.07690986,0.0030170789,0.081927784,0.075100705,0.013115914,0.014618298
2021-01-03 7:51:18,"Chinese State Councillor and Foreign Minister, Wang Yi, defends the country's response to the COVID-19 pandemic 👇",0.05373499,0.0032994654,0.035091322,0.037097644,0.0071160807,0.015098778
2021-01-03 7:06:38,"Senator David Perdue said his Democrat opponent in Tuesday’s upcoming runoff election, Jon Ossoff, is “compromised” by the Chinese Communist Party.",0.040971663,0.0018429446,0.040358346,0.034458283,0.013255444,0.016614135
2021-01-03 3:00:24,“Bury the seed of love for the Chinese nation deeply in every child’s heart.” ​China’s program of aggressive cultural assimilation spreads across the country.,0.079307266,0.002021294,0.078109644,0.058665585,0.0055812397,0.014618298
2021-01-03 2:39:52,"Chung was the first public political figure prosecuted under the new security law, which Beijing described as a ""sword"" to return ""order and stability"" to Hong Kong.",0.010134743,0.0005722046,0.014470932,0.009824277,0.0042556953,0.011458224
2021-01-03 0:00:06,"""For a long time, we've known the Democrats were in bed with China. We just didn't realize quite how literally.""",0.23716165,0.008620225,0.116140805,0.2162745,0.06763666,0.01339862
2021-01-04 22:58:08,"Jack Ma, the billionaire founder of Chinese tech giant Alibaba, has not been seen in public for 2 months after calling for economic reforms with the Chinese government.",0.011731312,0.00072454475,0.020238321,0.016276041,0.0038894266,0.011495183
2021-01-04 19:05:08,"Cash-strapped Chinese startup Byton, Apple assembler Foxconn and the Nanjing Economic and Technological Development Zone have agreed to start building electric sport-utility vehicles in 2022, according to a statement on Monday.",0.0056227,0.00045330494,0.014312921,0.0075514964,0.004098723,0.010977744
2021-01-04 15:05:03,"FTSE Russell will delete a further three firms from its global equity indexes after guidance on an executive order by outgoing President Donald Trump barring U.S. investments in some Chinese companies, a hardening of his stance against Beijing",0.020269485,0.0013227586,0.021871097,0.021701388,0.006278895,0.0147291785
2021-01-04 14:03:16,"It's been one year since Chinese health authorities identified what would become a major global threat, killing millions of people and shattering economies.",0.29045674,0.016645951,0.3339182,0.20308961,0.024976049,0.40362522
2021-01-04 14:00:32,China's currency has largely erased the losses suffered in the country's trade war with the US.,0.04268845,0.001657164,0.038462218,0.03533807,0.01053459,0.01931221
2021-01-04 13:46:34,“even establishment figures in Beijing have openly dismissed the wet market story.”,0.017006932,0.0009474816,0.019500937,0.016349357,0.00596495,0.012178943
2021-01-04 13:35:18,"Alibaba founder Jack Ma's absence from public view in the past two months, including missing the final episode of a TV show on which he was to appear as a judge, has fueled social media speculation over his whereabouts amid a Chinese regulatory clampdown on his sprawling...",0.08447654,0.0022739558,0.02961362,0.09235584,0.010115997,0.0138791
2021-01-04 12:53:53,COVID-19 has taught the world that the Chinese Communist Party's lies can have vast and terrible consequences.,0.41665444,0.05931039,0.4206895,0.43437976,0.091914885,0.03246995
2021-01-04 10:54:49,"Chinese electric car start-ups Nio, Li Auto and Xpeng each announced that deliveries surged in 2020 to close out the year with new monthly highs.",0.0025857477,0.00026380862,0.011534567,0.003390842,0.0018923891,0.010913065
2021-01-04 10:05:08,China said on Monday it firmly opposes the United States government's behaviour of politicizing trade issues after the New York Stock Exchange began delisting three Chinese telecom firms that Washington says have military ties.,0.01596569,0.00066881056,0.01960628,0.014956362,0.005546357,0.013102941
2021-01-04 8:00:06,Anyone surprised?,0.027752401,0.0019321194,0.015787687,0.02214128,0.01255779,0.01395302
2021-01-04 7:11:58,"The New York Stock Exchange's move to delist three Chinese companies has drawn ire from China, but analysts say Beijing won't likely take significant action.",0.022351967,0.0010626657,0.025610683,0.017449088,0.006418426,0.0133247
2021-01-04 5:30:31,China sold more movie tickets than the U.S. in 2020 for the first time ever.,0.009857078,0.000828582,0.01760481,0.012317004,0.004534757,0.010977744
2021-01-04 1:35:13,"China's securities regulator on Sunday said New York Stock Exchange (NYSE) plans to delist three Chinese telecom firms are ""political"" and that the impact will be ""limited"".",0.018742332,0.00085087563,0.022555811,0.0144431535,0.007081198,0.013287741
2021-01-04 0:53:23,"A Florida man has contracted the new, more contagious strain of the Chinese coronavirus, which originated in the United Kingdom.",0.12051678,0.0041317632,0.12970537,0.07780237,0.018976215,0.017759893
2021-01-04 0:01:25,The Caixin/Markit manufacturing Purchasing Managers' Index (PMI) for December is set to be out at around 9:45 a.m. HK/SIN.,0.00614332,0.0006911043,0.011613573,0.0069649722,0.0032964197,0.011467463
2021-01-04 0:00:59,A Chinese court sentenced a citizen journalist and former lawyer to 4 years in prison for reporting on the early days of the COVID-19 outbreak and criticizing the government for its handling of the virus,0.090114996,0.0034629526,0.07429151,0.051236007,0.03488275,0.030991552
2021-01-05 23:35:12,"U.S. Treasury Secretary Steven Mnuchin phoned New York Stock Exchange President Stacey Cunningham to tell her he disagrees with the NYSE's decision to reverse course on delistings of three Chinese telecoms firms, a source familiar with the matter said on Tuesday.",0.010551238,0.0005536265,0.014233916,0.0071116034,0.0050579985,0.011476704
2021-01-05 23:33:20,President Trump banned transactions with payment platform Alipay and other Chinese apps under an executive order.,0.018187003,0.0009809221,0.029086918,0.024194114,0.0073951427,0.012899661
2021-01-05 23:00:20,It's good to see the WHO finally stand up to China. Better late than never.,0.0495556,0.002407718,0.032879174,0.034604914,0.010813653,0.01916437
2021-01-05 22:31:34,"Lai Xiaomin, former chair of Huarong Asset Management, stands accused of taking $277 million in bribes over the span of a decade.",0.076110736,0.0022888184,0.017762821,0.07149849,0.009976466,0.0144334985
2021-01-05 22:06:20,What did the Trump administration do with its China tech policy? And what might Biden resolve to do?,0.01193956,0.0008100039,0.016446065,0.018108929,0.0054068263,0.012178943
2021-01-05 20:08:37,The New York Stock Exchange is reversing its plan to delist three Chinese telecom companies — a move that had been prompted by an executive order from President Trump.,0.011106567,0.0006242232,0.019184917,0.015102993,0.0044475505,0.012696382
2021-01-05 20:00:30,Jack Ma told 60 Minutes about his relationship with the Chinese government and what he would do if the government asked for Alibaba's user data.,0.017701091,0.0011369779,0.02234513,0.01920866,0.0070114327,0.012825741
2021-01-05 19:30:08,The head of the World Health Organization said that he is “disappointed” that Chinese officials haven’t finalized permissions for the arrival of team of experts into China to examine origins of COVID-19. https://to.pbs.org/38gQPFV,0.020408317,0.0010255096,0.029192258,0.026100317,0.008057915,0.013084461
2021-01-05 18:02:03,"""...hasn’t been seen in more than two months ...""",0.010412407,0.00091404107,0.01394423,0.01253695,0.00596495,0.012345262
2021-01-05 18:00:01,It looks like WaPo has changed their tune.,0.023460433,0.0013227586,0.01976429,0.0250739,0.008336977,0.01338014
2021-01-05 14:30:18,"‘Nothing the US did in 2020 ... has convinced me the world’s data is any safer from Chinese spying’, writes Yuan Yang.",0.01561861,0.0005164704,0.030456344,0.019501923,0.0024941165,0.0103494255
2021-01-05 14:00:03,"Big Board suddenly reverses course as Chinese officials accuse the U.S. of ""suppressing foreign companies.""",0.059328925,0.0016794576,0.060609866,0.04252299,0.005685888,0.014100859
2021-01-05 13:45:07,The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.00074683846,0.026348066,0.01708251,0.0044475505,0.01356494
2021-01-05 13:37:06,"The announcement comes after the NYSE said on Dec. 31 that it would move to delist American depositary shares of China Telecom, China Mobile and China Unicom.",0.0131890485,0.0007579853,0.014839623,0.0056086355,0.003261537,0.011162544
2021-01-05 13:25:06,"Indonesia, which has the most coronavirus infections in Southeast Asia, is eager to build support for its vaccine program. But questions about the safety of a Chinese vaccine and whether it is halal are complicating efforts in the largely Muslim country.",0.004893831,0.00014769567,0.013865224,0.0020894918,0.00029650336,0.009299532
2021-01-05 13:07:02,"“He is weak on China,” President Donald Trump said. “He promoted Chinese propaganda and then he failed to disclose his business ties to the Chinese Communist Party.”",0.11794081,0.0028684542,0.108850725,0.13209878,0.011371776,0.01363886
2021-01-05 13:00:08,"China’s stock market closed at its highest level since the global financial crisis 13 years ago, capping a world-beating rally.",0.035477944,0.0015977141,0.03193111,0.037830796,0.009976466,0.015874937
2021-01-05 12:46:46,"From Reuters Breakingviews: China’s cinema-goers shunt the Middle Kingdom to the top of the movie charts, and India’s economy slowly gets back on track. Catch up with the latest pandemic-related financial insights: https://reut.rs/38ZKRbD",0.05253629,0.0023631307,0.039094258,0.055063367,0.011441542,0.014396539
2021-01-05 12:44:08,The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.00074683846,0.026348066,0.01708251,0.0044475505,0.01356494
2021-01-05 12:30:54,"Gone are the long waits at charging stations: Chinese electric-vehicle startup NIO is pioneering battery-swap systems, challenging Tesla and other rival car makers.",0.009509998,0.0006799574,0.01718345,0.011877111,0.0039417506,0.012178943
2021-01-05 11:35:03,"For Americans looking to play the China growth story, investing in the country's U.S.-listed stocks now bears a political risk that could lead to delisting.",0.03461955,0.0012633088,0.02218712,0.020235078,0.0060695983,0.012788781
2021-01-05 11:19:58,"Chinese video service Bilibili is gearing up for a secondary listing in Hong Kong which could raise over $2 billion, higher than it was previously anticipating.",0.0054491595,0.0005499109,0.013654544,0.0051320847,0.0035580404,0.011421263
2021-01-05 11:17:14,The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.00074683846,0.026348066,0.01708251,0.0044475505,0.01356494
2021-01-05 11:05:21,Apple iPhone maker Foxconn has signed a deal with Chinese electric carmaker Byton to help produce its first vehicle.,0.006247444,0.00076541654,0.015524336,0.008651229,0.004813819,0.012031103
2021-01-05 10:42:33,"Concerns about the availability of electricity for ordinary Chinese spiked as authorities in several cities limited power usage, citing a coal shortage.",0.018048171,0.0006279388,0.026242726,0.017449088,0.0041161645,0.010774464
2021-01-05 10:12:40,"Deleveraging is expected to return as an ""important explicit objective"" for the Chinese government in 2021, predicts Deutsche Bank's Michael Spencer.",0.011731312,0.0006911043,0.01734146,0.010117539,0.0044998745,0.011920223
2021-01-05 10:00:23,"The New York Stock Exchange said it no longer intends to delist three Chinese telecom giants that have been targeted by President Trump’s outgoing administration, in a shock reversal of an announcement made only last week https://reut.rs/3bb7TPo",0.016590435,0.0012484464,0.025400002,0.021554757,0.009906701,0.014987898
2021-01-05 9:43:12,Shares of Chinese telecommunications giants surged in Tuesday trade after the New York Stock Exchange announced it will no longer delist the firms.,0.011870144,0.0006428013,0.017710151,0.010044224,0.0056510055,0.01347254
2021-01-05 9:29:07,The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.00074683846,0.026348066,0.01708251,0.0044475505,0.01356494
2021-01-05 8:30:10,The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.00074683846,0.026348066,0.01708251,0.0044475505,0.01356494
2021-01-05 7:15:01,"The Dalai Lama, the Tibetans’ exiled spiritual leader, and his followers have been living in Dharmsala since they fled Tibet after a failed 1959 uprising against Chinese rule. https://to.pbs.org/3b9gEJY",0.040628307,0.0023779932,0.06538253,0.03533807,0.008546273,0.015764056
2021-01-05 6:30:10,"Philippine president’s spokesman dismisses report that 100,000 Chinese online gambling workers received smuggled shots.",0.089577995,0.0025414801,0.05106453,0.05303712,0.022324959,0.050514325
2021-01-05 6:01:20,"The New York Stock Exchange made the U-turn following ""further consultation"" with regulators.",0.010620655,0.0009363348,0.014207581,0.009677646,0.0053719436,0.012012622
2021-01-05 6:00:11,"From WSJ Opinion: Chinese regulators are effectively breaking up Ant Group’s fin-tech empire, and there’s a lesson here for investors. Ant’s deconstruction is a reminder that businesses in China live or die at the sufferance of the Communist Party, writes The Editorial Board.",0.06931809,0.0021699187,0.045337327,0.05101087,0.0076742047,0.02027317
2021-01-05 5:57:09,NEW: The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.0006799574,0.0248733,0.016642619,0.0049533504,0.013694299
2021-01-05 5:57:03,NEW: The New York Stock Exchange says it is withdrawing plans to remove shares of three Chinese state-owned phone carriers under an order by President Trump that would have barred Americans from investing in securities issued by companies deemed to be linked to the Chinese military.,0.014577369,0.0006799574,0.0248733,0.016642619,0.0049533504,0.013694299
2021-01-05 5:35:06,"The New York Stock Exchange said on Monday it no longer intends to move forward with the delisting of China Mobile Ltd, China Telecom Corp Ltd and China Unicom Hong Kong Ltd.",0.0100653265,0.0006502325,0.016077373,0.007954732,0.0038719852,0.011661503
2021-01-05 4:55:31,The New York Stock Exchange has reversed a decision that had threatened to further inflame tensions between Washington and Beijing.,0.06012806,0.0022590933,0.0248733,0.022581173,0.01179037,0.018425172
2021-01-05 4:05:49,The New York Stock Exchange announced tonight it no longer plans to delist three Chinese companies — despite a Trump executive order that imposes restrictions on firms the U.S. identifies as being affiliated with the Chinese military.,0.015202113,0.0007914258,0.025716024,0.018695451,0.0038022196,0.0131214205
2021-01-05 3:39:53,Alibaba's founder disappearance from the public eye has left social media asking: Where is Jack Ma?,0.042001735,0.0013227586,0.017657481,0.046042133,0.007988149,0.01362038
2021-01-05 3:34:05,“even establishment figures in Beijing have openly dismissed the wet market story.”,0.017006932,0.0009474816,0.019500937,0.016349357,0.00596495,0.012178943
2021-01-05 3:00:11,"Emails from Hunter Biden’s laptop fill in gaps of his partnership with CEFC China Energy, a mysterious conglomerate ensnared in bribery investigations and linked to Chinese military intelligence.",0.086087525,0.0020956064,0.03214179,0.10250624,0.011302011,0.013361661
2021-01-05 2:00:05,Where is Jack Ma?,0.015202113,0.0014119335,0.015418996,0.013270105,0.0084067425,0.013287741
2021-01-05 0:00:56,The collapse of a worker has led to calls to boycott the Chinese ecommerce platform.,0.052935857,0.0019321194,0.06538253,0.040470157,0.011999666,0.015948856
2021-01-06 20:00:50,"More than 50 Hong Kong legislators and activists were arrested by police forces under a harsh new Chinese “national security” law. Claudia Mo, a pro-democracy legislator, was among those arrested. We spoke with Mo in our 2019 video on the protests. Watch:",0.03736641,0.0017612012,0.044382792,0.037390903,0.0073951427,0.016909815
2021-01-06 19:20:24,"Snowman who?⛄️ This 50 meters long, 10 meters wide and 10 meters tall snow sculpture is based on Chinese aircraft carrier Liaoning and can be seen in Harbin, Heilongjiang Province of China.",0.027580723,0.0019915693,0.023925235,0.015762832,0.00697655,0.012123503
2021-01-06 17:14:35,"The Alibaba co-founder's disappearance from public view amid a clampdown by China's regulators has fueled rumors, and may be a warning to fellow fat cats.",0.31540272,0.010284821,0.11897583,0.3789433,0.04861872,0.020938449
2021-01-06 16:35:13,"News Analysis: The Hong Kong police on Wednesday arrested 53 people, searched 76 places and froze $200,000 of assets — all under the cover of China’s new national security law. The message was clear: Beijing is in charge.",0.029125832,0.0013376211,0.025610683,0.021554757,0.0060347156,0.016614135
2021-01-06 16:05:13,"The New York Stock Exchange said on Wednesday it will delist three Chinese telecom companies from Jan. 11, in another U-turn a day after U.S. Treasury Secretary Steve Mnuchin told the NYSE chief he disagreed with its earlier decision to reverse the delistings.",0.021518974,0.0011667028,0.020712353,0.011803796,0.006418426,0.01367582
2021-01-06 15:29:38,"NEW: The New York Stock Exchange again reversed course and announced it would delist three major Chinese telecom companies — China Mobile Ltd., China Telecom Corp Ltd., China Unicom Hong Kong Ltd.",0.0011106568,3.81E-05,0.010257315,0.0011730479,0.0006932946,0.009584816
2021-01-06 15:10:49,China is accusing Washington of misusing national security as an excuse to hurt commercial competitors after President Trump signed an order banning transactions with payment services Alipay and WeChat Pay and six other apps. https://abcn.ws/3pTv6tr,0.046465382,0.0017612012,0.035828706,0.053712532,0.008092797,0.018388212
2021-01-06 15:03:58,"Breaking News: The New York Stock Exchange reversed course again, saying it would remove China’s three major state-run telecommunications companies from the exchange.",0.013327881,0.00076913217,0.02008031,0.011143955,0.0055114743,0.0144334985
2021-01-06 13:53:01,"The wave of arrests marks the most significant roundup of pro-democracy figures under a controversial national security law, since China imposed the legislation in Hong Kong six months ago.",0.035477944,0.0015902829,0.027717492,0.028153151,0.0067672534,0.014063899
2021-01-06 13:00:07,"The New York Stock Exchange is reconsidering its plan to allow three Chinese telecom giants to remain listed, the latest twist to a saga amid confusion over rules set by the Trump administration and tension within Washington on China policy https://reut.rs/2Xfc4l4",0.012703137,0.0009177567,0.022608481,0.021408126,0.0065928395,0.012677901
2021-01-06 12:35:11,"China said on Wednesday it would make a ""necessary response"" to a planned military dialogue between the United States and Chinese-claimed Taiwan, saying it firmly opposed the event.",0.013050216,0.0007133979,0.019237587,0.009970908,0.005685888,0.015061818
2021-01-06 12:30:07,"China said it would take necessary measures to safeguard the legitimate rights of companies, after President Donald Trump signed an order banning U.S. transactions with eight Chinese apps https://reut.rs/3rY81HQ",0.018742332,0.0015011082,0.02698011,0.017229142,0.010185762,0.0145074185
2021-01-06 12:21:35,"Dozens of Hong Kong opposition figures, including an American lawyer, were detained on subversion charges Wednesday in what activists see as a brazen attempt to clamp down on any remaining dissent in the semi-autonomous Chinese territory.",0.019436494,0.0006799574,0.021028373,0.018915398,0.005895185,0.012622462
2021-01-06 12:00:13,Are they going to attack?,0.1668969,0.008204076,0.03245781,0.040176895,0.046595532,0.40362522
2021-01-06 11:41:10,"Chinese automaker BYD is selling more luxury electric sedans a month than the leading start-ups in the country, even though overall sales fell last year.",0.0071151447,0.0007208292,0.014839623,0.009311068,0.0044475505,0.012141982
2021-01-06 11:00:44,"Chinese officials have not yet finalized permission to allow WHO-appointed experts to enter the country even as some of them embarked on travel, said WHO Director-General Tedros Adhanom Ghebreyesus.",0.020963646,0.0010849594,0.02950828,0.020235078,0.0042208126,0.011458224
2021-01-06 9:03:27,China has been looking to ramp up its capabilities in both AI and semiconductors as the tech war with the U.S. continues.,0.07251463,0.00260093,0.05106453,0.05303712,0.021906367,0.023599563
2021-01-06 9:00:35,"The NYSE’s potential pivot follows a whirlwind 18 hours in which the exchange caught U.S. officials off guard, with the exasperation reaching the highest levels of the Trump administration.",0.039598234,0.001203859,0.018342193,0.05618906,0.006697488,0.01380518
2021-01-06 7:34:07,A company in Texas was criticized Monday after replacing traditional Chinese mahjong tiles with redesigned game pieces covered in images of items such as bubbles and bags of flour. https://on.msnbc.com/3hMugMd - @NBCAsianAmerica,0.0741129,0.005231585,0.07079156,0.043402776,0.035580404,0.023599563
2021-01-06 7:16:01,"Tedros Adhanom Ghebreyesus, in a rare critique of Beijing, said members of the international scientific team have begun over the last 24 hours to leave from their home countries to China as part of an arrangement between WHO and the Chinese government. https://to.pbs.org/38gQPFV",0.022074303,0.0015308331,0.029297598,0.019795185,0.008057915,0.0132692605
2021-01-06 7:00:29,"President Trump on Tuesday signed an executive order banning transactions with a string of Chinese mobile apps, including Alipay and WeChat Pay.",0.013536129,0.00097349094,0.022555811,0.013636683,0.008929984,0.014766138
2021-01-06 7:00:28,Chinese officials have not yet finalized permission to allow WHO-appointed experts to enter the country.,0.03427619,0.0013747773,0.059018973,0.032552082,0.004081282,0.012068062
2021-01-06 6:16:33,"""...hasn’t been seen in more than two months ...""",0.010412407,0.00091404107,0.01394423,0.01253695,0.00596495,0.012345262
2021-01-06 6:00:09,"Two scientists on the United Nations team had already left their home countries for Wuhan when they were told that Chinese officials had not approved the necessary permissions to enter the country, WHO Director-General Tedros Adhanom Ghebreyesus said",0.025692256,0.0019767068,0.028244194,0.01708251,0.008197446,0.013084461
